volume,image_number,item,entry,topic,problem,reference_link
Volume 2,304,#item-8aad369c3,1501,English Lawbooks,"Despite its unusual appearance, this entry conforms to our protocols for annotation.",<a href='/digital-beehive/num7/num_2213/'>1501 [English Lawbooks]</a>
Volume 2,305,#item-3d6e490e0,1505,Conspiracy,"There is no line separating this entry from the following entry, 1505 [Popish plots]. These are related entries.",<a href='/digital-beehive/num7/num_2222/'>1505 [Conspiracy]</a>
Volume 2,305,#item-2695fbded,1505,Popish plots,"There is no line separating this entry from the previous entry, 1505 [Conspiracy]. These are related entries.",<a href='/digital-beehive/num7/num_2223/'>1505 [Popish plots]</a>
Volume 2,305,#item-981112ee1,1506,To Live well,"This entry appears under two identical entries of the Octavo Index: two index entries for ""to live well"" that appear on image 3.28.",<a href='/digital-beehive/num7/num_2224/'>1506 [To Live well]</a>
Volume 2,307,#item-854f71a10,1511,Warning,"It is not entirely clear whether the reference to Presbyter John is a part of this entry, but we have included it in our annotation and excerpt.",<a href='/digital-beehive/num7/num_2234/'>1511 [Warning]</a>
Volume 2,307,#item-faeecc3db,1514,Barbada or Barbuda,"The ""add num. seq."" at the end of this entry is a cross-reference to 1514 [Carribbee Islands], which is the following entry on the same page of the Alvearium.",<a href='/digital-beehive/num7/num_2240/'>1514 [Barbada or Barbuda]</a>
Volume 2,310,#item-294e6d2df,1530,Unicorn,"This entry appears under two identical entries of the Octavo Index: two index entries for ""unicorn"" appear on image 3.50.",<a href='/digital-beehive/num7/num_2273/'>1530 [Unicorn]</a>
Volume 2,311,#item-41811f5d3,1532,Societies for Reformation of Manners,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num7/num_2280/'>1532 [Societies for Reformation of Manners]</a>
Volume 2,311,#item-185ba9470,1534,Purgatory,"The point of reference for ""Prayer for the dead"" is not clear. We have linked to 408 [Prayers for the Dead], which is the most relevant entry in the Alvearium.",<a href='/digital-beehive/num7/num_2284/'>1534 [Purgatory]</a>
Volume 2,312,#item-79d67953f,1536,Witchcraft,"This is an unusually long entry, which continues in the following entry on the same page of the Alvearium.",<a href='/digital-beehive/num7/num_2287/'>1536 [Witchcraft]</a>
Volume 2,312,#item-0ce243c00,1537,"Witchcraft, continued",This entry is a continuation of the previous entry on the same page of the Alvearium.,"<a href='/digital-beehive/num7/num_2288/'>1537 [Witchcraft, continued]</a>"
Volume 2,313,#item-cc479c0df,1542,homerical Medicines,"The ""add num. seq."" in this entry is a cross-reference to 1543 [Natural Philosophy], which is the following entry on the same page of the Alvearium.",<a href='/digital-beehive/num7/num_2295/'>1542 [homerical Medicines]</a>
Volume 2,315,#item-3d54fd287,1554,Devils & Spirits,"This is an unusually long entry, which continues in the following entry on the same page of the Alvearium.",<a href='/digital-beehive/num7/num_2318/'>1554 [Devils & Spirits]</a>
Volume 2,315,#item-a98e62f18,1555,"Devils & Spirits, continued",This entry is a continuation of the previous entry on the same page of the Alvearium.,"<a href='/digital-beehive/num7/num_2319/'>1555 [Devils & Spirits, continued]</a>"
Volume 2,318,#item-9f67af0a9,1570,Rules,"The point of reference for ""Maxims"" is not entirely clear. We have linked to 2048 [Maxims], which is the most relevant entry in the Alvearium. That said, this entry appears to contain an incomplete reference, indicated by the open-ended ampersand.",<a href='/digital-beehive/num7/num_2353/'>1570 [Rules]</a>
Volume 2,320,#item-37684eea4,1576,Having in one of my other Manuscripts composed an Epistolography by itself : I. Vulgar Titles,"The format of this entry, including the Roman numeral in the topic, is unusual compared to the rest of the Alvearium.",<a href='/digital-beehive/num7/num_2365/'>1576 [Having in one of my other Manuscripts composed an Epistolography by itself : I. Vulgar Titles]</a>
Volume 2,320,#item-18f696a89,1576,II. Common Subscriptions,"The format of this entry, including the Roman numeral in the topic, is unusual compared to the rest of the Alvearium.",<a href='/digital-beehive/num7/num_2366/'>1576 [II. Common Subscriptions]</a>
Volume 2,320,#item-1c38eccc1,1577,III. Ordinary Prologues or Beginnings,"The format of this entry, including the Roman numeral in the topic, is unusual compared to the rest of the Alvearium.",<a href='/digital-beehive/num7/num_2367/'>1577 [III. Ordinary Prologues or Beginnings]</a>
Volume 2,320,#item-96bfb4bfe,1578,IV. Usual Conclusions,"The format of this entry, including the Roman numeral in the topic, is unusual compared to the rest of the Alvearium.",<a href='/digital-beehive/num7/num_2368/'>1578 [IV. Usual Conclusions]</a>
Volume 2,320,#item-222f8d69d,1579,V. Answers,"The format of this entry, including the Roman numeral in the topic, is unusual compared to the rest of the Alvearium.",<a href='/digital-beehive/num7/num_2370/'>1579 [V. Answers]</a>
Volume 2,320,#item-cb7c14b71,1580,Beginnings,"The topic of this entry is not entirely clear, but we have chosen to call it ""Beginnings,"" due to the underlined word in the left margin. The point of reference for the text in the bottom-right corner of this entry is also not clear.",<a href='/digital-beehive/num7/num_2371/'>1580 [Beginnings]</a>
Volume 2,321,#item-8d98cd7c7,1585,Verses,"This entry appears under two identical entries of the Octavo Index: ""English poets"" in image 3.18, and ""English poets"" in image 3.36. Also, it is not entirely clear whether this entry contains a single topic or multiple, but we have treated it as a single-topic entry.",<a href='/digital-beehive/num7/num_2379/'>1585 [Verses]</a>
Volume 2,322,#item-40eea92a3,1587,Salvation,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num7/num_2382/'>1587 [Salvation]</a>
Volume 2,323,#item-20070093f,1591,Lunaticks,"This entry appears to contain an incomplete cross-reference, indicated by the open-ended ampersand.",<a href='/digital-beehive/num7/num_2390/'>1591 [Lunaticks]</a>
Volume 2,325,#item-96157e686,1601,First Love,"This entry appears under two identical entries of the Octavo Index: ""first love"" in image 3.20, and ""first love"" in image 3.29.",<a href='/digital-beehive/num7/num_2412/'>1601 [First Love]</a>
Volume 2,326,#item-bbfdfa613,1608,Death-Watch,"The point of reference for ""Forewarning"" is not clear.",<a href='/digital-beehive/num7/num_2426/'>1608 [Death-Watch]</a>
Volume 2,331,#item-eac6196f7,1631,Degrees prohibited,"The meaning and purpose of the circled ""411"" is not clear. It appears to be in a hand other than Pastorius's.",<a href='/digital-beehive/num7/num_2475/'>1631 [Degrees prohibited]</a>
Volume 2,333,#item-781784531,1643,Tithes,"It is not clear whether the cross-reference at the end of this entry is to 4650 or 4750. Pastorius appears to have written one and corrected it to create the other. Both entries, 4650 and 4750, are on missing pages of the Alvearium.",<a href='/digital-beehive/num7/num_2503/'>1643 [Tithes]</a>
Volume 2,334,#item-d8a8f869b,1650,Disagree,"The point of reference for ""Dissenters"" is not clear. We have linked to 492 [Dissenters], which is the first relevant entry in the numerical section of the Alvearium.",<a href='/digital-beehive/num7/num_2523/'>1650 [Disagree]</a>
Volume 2,337,#item-49aa1a439,1661,Magick,"The point of reference for ""Cabala"" is not entirely clear. We have linked to the alphabetical entry for ""Cabal,"" which is the most relevant entry in the Alvearium. Also, it appears that Pastorius did not complete the attempted cross reference in this entry, as suggested by the open-ended ""and.""",<a href='/digital-beehive/num7/num_2545/'>1661 [Magick]</a>
Volume 2,337,#item-6a3510563,1663,Wish,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num7/num_2549/'>1663 [Wish]</a>
Volume 2,337,#item-47c71e3be,1664,Buffoon,"The point of reference for ""Jest"" is not entirely clear. We have linked to the alphabetical entry for ""Jesting,"" which is the most relevant entry in the Alvearium. ",<a href='/digital-beehive/num7/num_2550/'>1664 [Buffoon]</a>
Volume 2,338,#item-7b58ac8bc,1668,Mass,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num7/num_2559/'>1668 [Mass]</a>
Volume 2,341,#item-f8ad20a7e,1682,Comfort,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num7/num_2588/'>1682 [Comfort]</a>
Volume 2,342,#item-ac7fbf09a,1687,the Devils threefold Snare,"The point of reference for ""adde infra p.430"" is not clear.",<a href='/digital-beehive/num7/num_2597/'>1687 [the Devils threefold Snare]</a>
Volume 2,344,#item-4f0afcedd,1696,[WORD_ILLEGIBLE],"The entry number here is illegible due to damage, so we have labeled this entry with the logical number in the sequence.",<a href='/digital-beehive/num7/num_2615/'>1696 [[WORD_ILLEGIBLE]]</a>
Volume 2,346,#item-2bb6ebf44,1716,Inamoured,"The point of reference for ""fard"" is not clear.",<a href='/digital-beehive/num7/num_2641/'>1716 [Inamoured]</a>
Volume 2,349,#item-222f6aaed,1745,Happiness of the Wicked,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num7/num_2674/'>1745 [Happiness of the Wicked]</a>
Volume 2,349,#item-f4cf221f4,1746,Chroniclers,"An arrow connects this entry to the following entry on the same page of the Alvearium, 1747 [Scurrilous Epithetes, Scheltwort].",<a href='/digital-beehive/num7/num_2675/'>1746 [Chroniclers]</a>
Volume 2,349,#item-35940cda4,1747,"Scurrilous Epithetes, Scheltwort","An arrow connects this entry to the previous entry on the same page of the Alvearium, 1746 [Chroniclers].","<a href='/digital-beehive/num7/num_2676/'>1747 [Scurrilous Epithetes, Scheltwort]</a>"
Volume 2,350,#item-9443936a5,1755,To Scare,"The point of reference for ""Perplexity"" is not clear. We have linked to 661 [Perplexity], which is the first relevant entry in the Alvearium.",<a href='/digital-beehive/num8/num_2685/'>1755 [To Scare]</a>
Volume 2,350,#item-be76ff710,1757,Green,"The point of reference for ""Colour"" is not clear. It is worth noting that 788 also appears under ""colour"" in the index, but 788 is on a missing page of the Alvearium. 1568 [Colours] is also in the numerical section.",<a href='/digital-beehive/num8/num_2688/'>1757 [Green]</a>
Volume 2,350,#item-3d42ea74d,1757,To Oversee,"The point of reference for ""Omission"" is not clear. We have linked to 268 [Omission], which is the first relevant entry in the Alvearium. The point of reference for ""Forgetful"" is also not entirely clear. We have linked to the alphabetical entry for ""Forgetfulness.""",<a href='/digital-beehive/num8/num_2687/'>1757 [To Oversee]</a>
Volume 2,352,#item-e138189a6,1768,Ecclesiastical Tyran[n]y & Priestcraft,"This is an unusually long entry, which continues in the following entry on the same page of the Alvearium.",<a href='/digital-beehive/num8/num_2700/'>1768 [Ecclesiastical Tyran[n]y & Priestcraft]</a>
Volume 2,352,#item-038725c24,1769,"Ecclesiastical Tyran[n]y & Priestcraft, continued","This entry is a continuation of 1768 [Ecclesiastical Tyran[n]y & Priestcraft], which is the previous entry on the same page of the Alvearium.","<a href='/digital-beehive/num8/num_2701/'>1769 [Ecclesiastical Tyran[n]y & Priestcraft, continued]</a>"
Volume 2,354,#item-83664418e,1781,King William,The cross-reference to 1262 [Prince Wm. of Orange] is not entirely legible nor certain.,<a href='/digital-beehive/num8/num_2713/'>1781 [King William]</a>
Volume 2,361,#item-24516a104,1893,Betrothing or Espousing,"This entry appears to contain an incomplete cross-reference, indicated by the open-ended ampersand. The point of reference for ""bride"" is not entirely clear. We have linked to the alphabetical entry for ""Bride & Bridegroom.""",<a href='/digital-beehive/num8/num_2774/'>1893 [Betrothing or Espousing]</a>
Volume 2,366,#item-da01ade08,1932,Holiness of Places & Times,"The point of reference for ""Temple"" is not entirely clear. We linked to 183 [Temple], which is the first relevant entry in the numerical section of the Alvearium. Also, Pastorius's underlining makes it unclear whether the topic is ""Holiness of Places & Times,"" or simply ""Holiness of.""",<a href='/digital-beehive/num8/num_2847/'>1932 [Holiness of Places & Times]</a>
Volume 2,369,#item-5ca45bdd0,1958,Conscience,"A line from the middle of this entry connects to the following entry on the same page of the Alvearium, 1959 [Honour].",<a href='/digital-beehive/num8/num_2883/'>1958 [Conscience]</a>
Volume 2,369,#item-dbdc5fada,1959,Honour,"This entry is connected by a line to the previous entry on the same page of the Alvearium, 1958 [Conscience].",<a href='/digital-beehive/num8/num_2884/'>1959 [Honour]</a>
Volume 2,371,#item-a275575fe,1970,Usurpation,"The point of reference for ""Cromwell"" is not clear. We have linked to 1209 [Cromwell], which is the first relevant entry in the numerical section of the Alvearium.",<a href='/digital-beehive/num8/num_2898/'>1970 [Usurpation]</a>
Volume 2,372,#item-09018a5cc,1975,Hyposcrisie,"The point of reference for ""false Brother"" is not clear.",<a href='/digital-beehive/num8/num_2906/'>1975 [Hyposcrisie]</a>
Volume 2,373,#item-613a6f39d,1978,Changed their Sex,"The exact point of reference in the Onomastical Considerations is unclear. We have linked to five pages in which Pastorius's Onomastical entries are indexed at ""change of Sex.""",<a href='/digital-beehive/num8/num_2909/'>1978 [Changed their Sex]</a>
Volume 2,373,#item-85bd257d4,1983,Atheism,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num8/num_2915/'>1983 [Atheism]</a>
Volume 2,378,#item-a0d8089a6,2022,Banter,"A bracket in the left margin implies that the cross-reference to 589 [Nonsense] is shared between this entry and the following entry on the same page of the Alvearium, 2023 [Bantering].",<a href='/digital-beehive/num9/num_2957/'>2022 [Banter]</a>
Volume 2,378,#item-8d3f2a44d,2023,Bantering,"A bracket in the left margin implies that the cross-reference to 589 [Nonsense] is shared between this entry and the previous entry on the same page of the Alvearium, 2022 [Banter].",<a href='/digital-beehive/num9/num_2958/'>2023 [Bantering]</a>
Volume 2,382,#item-b79c22ce0,2065,To give Hostage,"A line from the middle of this entry connects to the following entry in the Alvearium, 2066 [Cowardly]. Also, the point of reference for ""Pledge"" is unclear. It is worth noting that the index entry for ""pledge"" contains only a cross-reference to the index entry for ""pawn,"" and the index entry for ""pawn"" lists only the entry for ""Pawn"" in the alphabetical section of the Alvearium.",<a href='/digital-beehive/num9/num_3000/'>2065 [To give Hostage]</a>
Volume 2,382,#item-72450ae40,2066,Cowardly,"A line connects this entry to the previous entry in the Alvearium, 2065 [To give Hostage].",<a href='/digital-beehive/num9/num_3001/'>2066 [Cowardly]</a>
Volume 2,386,#item-8432f83de,2104,Thumb,"Although this entry is not listed in the Octavo Index, there is an empty index entry for ""thumb"" (image 3.47) where Pastorius may have intended to list 2104 [Thumb].",<a href='/digital-beehive/num9/num_3042/'>2104 [Thumb]</a>
Volume 2,386,#item-18aac73d1,2108,Sun,"An arrow in the left margin points from this entry toward 2109 [Putrefaction], which is the following entry in the Alvearium.",<a href='/digital-beehive/num9/num_3046/'>2108 [Sun]</a>
Volume 2,386,#item-06aa16dc8,2109,Putrefaction,"A line points from the previous entry in the Alvearium, 2108 [Sun], toward this entry.",<a href='/digital-beehive/num9/num_3047/'>2109 [Putrefaction]</a>
Volume 2,387,#item-12afebde1,2116,Stones,"A line from the middle of this entry connects to the following entry in the Alvearium, 2117 [Children].",<a href='/digital-beehive/num9/num_3054/'>2116 [Stones]</a>
Volume 2,387,#item-2360b4836,2117,Children,"A line connects this entry to the previous entry in the Alvearium, 2116 [Stones].",<a href='/digital-beehive/num9/num_3055/'>2117 [Children]</a>
Volume 2,388,#item-d5e8b45c8,2123,Nose,"The point of reference for ""Snot"" is not entirely clear. We have linked to 621 [Snot], which is the first relevant entry in the numerical section of the Alvearium.",<a href='/digital-beehive/num9/num_3063/'>2123 [Nose]</a>
Volume 2,391,#item-9f21ca321,2155,Nature,The purpose of the diagonal line drawn above this entry is not known.,<a href='/digital-beehive/num9/num_3097/'>2155 [Nature]</a>
Volume 2,397,#item-2a61a67fa,2216,Justice & Mercy,"Although the index entry for ""justice and mercy"" appears to list 1216, that is likely an error. We have decided to instead link this entry to the index entry for ""justice and mercy.""",<a href='/digital-beehive/num9/num_3160/'>2216 [Justice & Mercy]</a>
Volume 2,398,#item-6f277d260,2222,Salvation of Children & Idiots,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num9/num_3166/'>2222 [Salvation of Children & Idiots]</a>
Volume 2,398,#item-74137d9ce,2223,Devotion,"The unusual blank space between the entry number and topic suggests that Pastorius may have intended to write another topic under 2223 above ""Devotion.""",<a href='/digital-beehive/num9/num_3167/'>2223 [Devotion]</a>
Volume 2,399,#item-edfb4b97d,2230,Predestination,"The ""add num. seq."" at the end of this entry is a cross-reference to 2231 [Predestination, continued], which continues this topic later on the following page of the Alvearium.",<a href='/digital-beehive/num9/num_3176/'>2230 [Predestination]</a>
Volume 2,400,#item-26bf4f191,2231,"Predestination, continued","This entry is a continuation of 2230 [Predestination], which appears on the previous page of the Alvearium.","<a href='/digital-beehive/num9/num_3177/'>2231 [Predestination, continued]</a>"
Volume 2,404,#item-c3fd26c56,2255,Woman,"The point of reference for ""Courting"" is not entirely clear. We have linked to the alphabetical entry for ""To Court.""",<a href='/digital-beehive/num10/num_3204/'>2255 [Woman]</a>
Volume 2,405,#item-c7d74c41b,2257,Fishery,The purpose of the cross-reference to 1834 [Self-knowledge] is not clear.,<a href='/digital-beehive/num10/num_3207/'>2257 [Fishery]</a>
Volume 2,406,#item-b5180b00c,2263,False Teachers,The entry number and title are obfuscated by damage but still fairly legible.,<a href='/digital-beehive/num10/num_3217/'>2263 [False Teachers]</a>
Volume 2,407,#item-e606f92d7,2267,nai,"This entry contains a strange transliteration from Greek. Context clues suggest that Pastorius means to write ""vaí"" (nai), meaning ""yea"" or ""truly,"" with a lowercase gamma.",<a href='/digital-beehive/num10/num_3222/'>2267 [nai]</a>
Volume 2,409,#item-34dc52eea,2278,Predestination,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num10/num_3239/'>2278 [Predestination]</a>
Volume 2,413,#item-4cf980564,2297,Private Meetings of Christians,"This entry appears to contain an incomplete cross-reference, indicated by the open-ended ampersand.",<a href='/digital-beehive/num10/num_3262/'>2297 [Private Meetings of Christians]</a>
Volume 2,415,#item-a2d521382,2311,A,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3276/'>2311 [A]</a>
Volume 2,415,#item-d03c0cf2d,2312,B,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3277/'>2312 [B]</a>
Volume 2,415,#item-35cf03b8e,2313,C,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3278/'>2313 [C]</a>
Volume 2,415,#item-d8cf86de6,2314,D,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3279/'>2314 [D]</a>
Volume 2,415,#item-e23feba01,2315,E,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3281/'>2315 [E]</a>
Volume 2,415,#item-6b3d255d8,2316,F,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3282/'>2316 [F]</a>
Volume 2,415,#item-995fd91be,2317,G,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3283/'>2317 [G]</a>
Volume 2,415,#item-38b3add8c,2318,[WORD_MISSING],Pastorius appears to have skipped this entry on an otherwise full page.,<a href='/digital-beehive/num10/num_3284/'>2318 [[WORD_MISSING]]</a>
Volume 2,415,#item-67600b766,2319,I,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. Moreover, this entry is unusual because I and J were written interchangeably in Pastorius's period, and this entry includes words and phrases that we would begin with a J in the present (like James).",<a href='/digital-beehive/num10/num_3285/'>2319 [I]</a>
Volume 2,415,#item-95e930017,2320,K,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3286/'>2320 [K]</a>
Volume 2,416,#item-851e9633a,2321,L,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. The entry number here is illegible due to damage, so we have labeled this entry with the logical number in the sequence.",<a href='/digital-beehive/num10/num_3287/'>2321 [L]</a>
Volume 2,416,#item-54f4cc342,2322,M,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3288/'>2322 [M]</a>
Volume 2,416,#item-1b7f61a13,2323,N,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3289/'>2323 [N]</a>
Volume 2,416,#item-894a644c9,2324,T,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3290/'>2324 [T]</a>
Volume 2,416,#item-cb1022b23,2325,O,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3291/'>2325 [O]</a>
Volume 2,416,#item-cab1f62c5,2326,P,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3292/'>2326 [P]</a>
Volume 2,416,#item-2655dd012,2327,Q,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3293/'>2327 [Q]</a>
Volume 2,416,#item-77705fab1,2328,R,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3294/'>2328 [R]</a>
Volume 2,416,#item-42d9be52c,2329,S,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3295/'>2329 [S]</a>
Volume 2,416,#item-fc1e67671,2330,T,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3296/'>2330 [T]</a>
Volume 2,417,#item-af5590547,2331,Z,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",<a href='/digital-beehive/num10/num_3297/'>2331 [Z]</a>
Volume 2,417,#item-b6eeffe3d,2332,X,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3298/'>2332 [X]</a>
Volume 2,417,#item-ab81a9218,2333,Y,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3299/'>2333 [Y]</a>
Volume 2,417,#item-d267fcbd2,2334,V,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3300/'>2334 [V]</a>
Volume 2,417,#item-b5cf4d3cd,2335,W,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter.",<a href='/digital-beehive/num10/num_3301/'>2335 [W]</a>
Volume 2,417,#item-fb812902d,2336,A,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. ",<a href='/digital-beehive/num10/num_3302/'>2336 [A]</a>
Volume 2,417,#item-5302a37b5,2336,P,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. This entry appears in a grid along with entries 2336–2340. This is a blank entry. The entry number is not entirely clear, so we have assigned this topic the same number as the entry to its left in the grid.",<a href='/digital-beehive/num10/num_3303/'>2336 [P]</a>
Volume 2,417,#item-f27c41833,2337,L,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. This entry appears in a grid along with entries 2336–2340. The entry number is not entirely clear, so we have assigned this topic the same number as the entry to its left in the grid.",<a href='/digital-beehive/num10/num_3305/'>2337 [L]</a>
Volume 2,417,#item-6917eb5b4,2337,F,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. This entry appears in a grid along with entries 2336–2340. This is a blank entry.",<a href='/digital-beehive/num10/num_3304/'>2337 [F]</a>
Volume 2,417,#item-1e90465d7,2338,M,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. This entry appears in a grid along with entries 2336–2340.",<a href='/digital-beehive/num10/num_3307/'>2338 [M]</a>
Volume 2,417,#item-1e90465d7,2338,T,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. This entry appears in a grid along with entries 2336–2340. The entry number is not entirely clear, so we have assigned this topic the same number as the entry to its left in the grid.",<a href='/digital-beehive/num10/num_3307/'>2338 [T]</a>
Volume 2,417,#item-5f297665b,2339,N,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. This entry appears in a grid along with entries 2336–2340.",<a href='/digital-beehive/num10/num_3308/'>2339 [N]</a>
Volume 2,417,#item-7dabbaea6,2339,U,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. This entry appears in a grid along with entries 2336–2340. This is a blank entry. The entry number is not entirely clear, so we have assigned this topic the same number as the entry to its left in the grid.",<a href='/digital-beehive/num10/num_3309/'>2339 [U]</a>
Volume 2,417,#item-488682451,2340,It's,This entry appears in a grid along with entries 2336–2340.,<a href='/digital-beehive/num10/num_3310/'>2340 [It's]</a>
Volume 2,417,#item-97dd9f391,2340,Y,"This is an unusual entry, as the topic is a letter and the content is a list of lines beginning with that letter. This entry appears in a grid along with entries 2336–2340. This is a blank entry. The entry number is not entirely clear, so we have assigned this topic the same number as the entry to its left in the grid.",<a href='/digital-beehive/num10/num_3311/'>2340 [Y]</a>
Volume 2,419,#item-aa6c43672,2352,False Christs,"This entry appears under two identical entries of the Octavo Index: ""false Christs"" in image 3.13, and ""false Christs"" in image 3.20.",<a href='/digital-beehive/num10/num_3323/'>2352 [False Christs]</a>
Volume 2,422,#item-58966f6da,2372,Saxony,"The Octavo Index entry for ""Saxony"" mistakenly lists 1372. Pastorius likely meant to list 2372 [Saxony].",<a href='/digital-beehive/num10/num_3345/'>2372 [Saxony]</a>
Volume 2,422,#item-deca245b3,2377,Degrees,"The Octavo Index entry for ""degree"" mistakenly lists 1377. Pastorius likely meant to list 2377 [Degrees].",<a href='/digital-beehive/num10/num_3350/'>2377 [Degrees]</a>
Volume 2,423,#item-dd00cf15e,2381,Tough : flexible,"This entry cross-references to ""Stiff. 686,"" whereas the actual topic of 686 is [Firm].",<a href='/digital-beehive/num10/num_3354/'>2381 [Tough : flexible]</a>
Volume 2,427,#item-7167637c6,2413,forced Uniformity,"The points of reference for ""Conformity"" and ""Dissenters"" are not entirely clear. We have linked to 492 [Dissenters] and 493 [Conformity], which are the most relevant entries in the Alvearium.",<a href='/digital-beehive/num10/num_3387/'>2413 [forced Uniformity]</a>
Volume 2,427,#item-fb97ff295,2415,Partake not with the wicked,"The cross-reference to ""1381. Accessary"" is likely written in error, and Pastorius means to cross-reference to 1384 [Assistant].",<a href='/digital-beehive/num10/num_3389/'>2415 [Partake not with the wicked]</a>
Volume 2,430,#item-2c4cb8447,2431,Bishop,"Damage obfuscates this entry number and topic, but there is enough context and visibility to determine them.",<a href='/digital-beehive/num10/num_3407/'>2431 [Bishop]</a>
Volume 2,431,#item-8f2ecdba3,2436,To fullfil,"Damage obfuscates this entry number and topic, but there is enough context and visibility to determine them.",<a href='/digital-beehive/num10/num_3413/'>2436 [To fullfil]</a>
Volume 2,431,#item-257257fc4,2444,To hit,"The Octavo Index entry for ""to hit"" mistakenly lists 2244. Pastorius likely meant to list this entry.",<a href='/digital-beehive/num10/num_3422/'>2444 [To hit]</a>
Volume 2,432,#item-1ecef6ad6,4446,Mistake,"Damage obfuscates this entry number and topic, but there is enough context and visibility to determine them.",<a href='/digital-beehive/num10/num_3425/'>4446 [Mistake]</a>
Volume 2,433,#item-6c81f2d03,4451,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num10/num_3432/'>4451 [[WORD_MISSING]]</a>
Volume 2,433,#item-66c2b3446,4454,Disordinate Love,"This entry appears under two identical entries of the Octavo Index: ""disordinate love"" in image 3.17, and ""disordinate love"" in image 3.29.",<a href='/digital-beehive/num10/num_3435/'>4454 [Disordinate Love]</a>
