volume,image_number,head,entry,topic,xref,see,index,item,selection,full_image
Volume 2,53,,Skin,Skin,654 [Hide],,skin,#item-4c481d25a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0520/323,3699,3014,207/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0520/full/full/0/default.jpg
Volume 2,53,,Slander,Slander,Calumny|Satyre|653 [Slander],,slander,#item-6f4b8314c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0520/299,3810,3030,608/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0520/full/full/0/default.jpg
Volume 2,53,,Sleep,Sleep,925 [Sleep],,sleep,#item-49ddc387a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0520/284,4341,3071,736/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0520/full/full/0/default.jpg
Volume 2,54,,Slavery,Slavery,Servitude|Captivity|1141 [Slavery],,slavery,#item-60fdb7e63,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/778,187,2987,298/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Slowness,Slowness,Too slow|Degree|Last|1089 [Slow-footed],,slowness,#item-39c9d131e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/773,298,2997,644/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Smell,Smell,1603 [Smell],,smell,#item-454c80e0f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/789,752,2976,519/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Snake,Snake,1250 [Serpent],,snake,#item-6fd4f1eb5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/744,1033,2998,500/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Snow,Snow,1672 [Snow],,snow,#item-f182bb4a7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/797,1347,2965,346/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Soft,Soft,603 [Flacid],,soft,#item-bf50f33bf,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/818,1496,836,207/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Solitude,Solitude,Privacy|Company|Cloister|Prison|722 [Solitude],,solitude,#item-4fa38d446,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/759,1574,2978,569/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Sonship,Sonship,Regeneration|311 [Sonship],,Son: sonship,#item-360d672ec,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/799,1957,2952,468/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Soon,Soon,hast|too soon|dispatch|797 [PAGE_MISSING],,soon,#item-4adfacb54,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/766,2209,2963,378/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Sop,Sop,540 [Pottages],,sop,#item-a4a9aad85,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/807,2421,2910,376/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Soul,Soul,mind|507 [Death],,soul,#item-7a3a1062e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/825,2609,2898,752/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Souldier,Souldier,War|1066 [Souldier],,souldier,#item-8eaf428b3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/794,3164,2927,714/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Spectacles,Spectacles,glass|1639 [Spectacles],,spectacles,#item-00bd8fba7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/728,3712,3000,344/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Show,Show,,,a shew,#item-68eab80ab,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/736,3960,3019,167/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Speech,Speech,tongue|language|Laconism|Babbling|slow|too hasty|Eloquence|1194 [Speech],,speech,#item-34bb03e62,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/750,4006,2979,846/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,54,,Spices,Spices,1937 [Spices],,spices,#item-563873084,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/811,4728,2834,365/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg
Volume 2,55,,Spirit,Spirit,H. Ghost|1341 [Spirits],,spirit,#item-a49925fe0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/271,237,3109,640/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Spiritual,Spiritual,989 [Spiritual],,spiritual,#item-2a449c272,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/273,794,3110,412/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Spring,Spring,,,spring. brun[n],#item-df12bfd87,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/305,1122,3082,485/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Spring,Spring,1749 [Spring],,spring. frühling,#item-0d8425f5a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/280,1488,3085,440/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Staff,Staff,852 [PAGE_MISSING],,staff,#item-1e25ffdaa,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/310,1799,3023,237/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Stair,Stair,1206 [Ladder],,stair,#item-cc4fe5a7d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/278,1964,3083,181/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Star,Star,Astrology|Comet|Planets|1358 [Star],,star,#item-96b5d075f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/294,2042,3058,466/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Stepfather,Stepfather,,,stepfather,#item-4b05f4bad,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/285,2406,3073,299/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Stewardship,Stewardship,,,steward,#item-b729ddcd6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/303,2614,3035,236/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Stockfish,Stockfish,,,stockfish,#item-6ab23046a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/336,2792,2958,238/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Stomach,Stomach,2144 [Stomach],,stomach,#item-655c7e5da,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/311,2959,3040,568/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Stone,Stone,596 [the Stone Gravel of the Kidneys]|1284 [Whetstone],,stones,#item-e9d5e9a7f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/321,3489,3032,329/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Stork,Stork,,,stork,#item-b670c0947,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/339,3732,3035,198/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Strange,Strange,4519 [PAGE_MISSING],,strange,#item-d5a5d259c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/291,3913,3099,476/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Strange buseness,Strange buseness,Curiosity|858 [PAGE_MISSING],,strange business,#item-bf2362a54,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/293,4294,3059,517/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,55,,Strappado,Strappado,Torturing,,strappado,#item-d63cc68df,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/345,4741,2984,204/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg
Volume 2,56,,Stratagem,Stratagem,Craftiness|1673 [Stratagem],,stratagem,#item-0e3fd711f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/730,174,3038,547/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Strife,Strife,disputation|discord|352 [Strife],,strife,#item-e31e6f186,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/759,487,3009,675/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Stubborness,Stubborness,Obstinacy|waspish|2303 [Stubborn],,stubborn,#item-223af03d7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/724,932,3042,678/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Student,Student,Learning|Pedantery|105 [a Pretender to learning]|1341 [Student],,Student,#item-940dd7ef9,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/688,1368,3081,630/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Subjects,Subjects,392 [Allegiance]|1368 [the duties of Subjects],,subjects,#item-da31c4125,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/740,1759,3021,599/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Suck,Suck,2207 [devil's Sucking the Sorceress],,suck,#item-9119c6886,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/764,2146,2991,562/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Suffering,Suffering,"Passion|515 [horrid Cruelties, practiced by Papists upon Protestants]|498 [Sufferings]",,sufferings,#item-5355ee380,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/733,2520,3048,644/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Sugar,Sugar,,,sugar,#item-15b291398,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/761,2923,3002,408/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Sun,Sun,1256 [World]|1357 [Sun],,sun,#item-21648fee6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/771,3280,2977,606/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Sunday,Sunday,feast|Sabbath|511 [First day of the week],,sunday,#item-9a748c2a7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/776,3650,2943,594/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Superfluity,Superfluity,abundance|Too much|1245 [Superfluous],,superfluity,#item-1f1fa9dc7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/774,4090,2962,578/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,56,,Superstition,Superstition,will Worship|946 [Superstition],,superstition,#item-e36d3949a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/769,4461,2941,602/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg
Volume 2,57,,the Lords Supper,the Lords Supper,274 [Lords Supper],,Lord's Supper,#item-7c8fc1861,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/297,239,3097,590/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Surety,Surety,"914 [Security, he that promises for another]|4509 [PAGE_MISSING]",,surity. bürger,#item-b60087f8f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/282,704,3125,426/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Suspition,Suspition,distrust|Jealousy|1277 [Suspition],,suspition,#item-e17cbd2ea,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/322,1020,3086,498/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Swan,Swan,,,Swan,#item-40ca2f920,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/348,1413,3050,198/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Sweat,Sweat,1748 [Sweat],,sweat,#item-ef4c8749e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/322,1539,3044,241/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Table-talks,Table-talks,,,table talks,#item-16e6d7be1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/329,1673,3145,441/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Tailor,Tailor,Seamster|to sell|1733 [Tailor],,tailor,#item-5ba038f11,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/336,2011,3116,395/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Tautology,Tautology,Babbling|1097 [Tautology],,tautology,#item-e1219527a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/325,2324,3132,369/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Tax,Tax,1359 [The Favour of Princes],,tax,#item-71ea8abaf,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/359,2644,3057,494/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Teacher,Teacher,393 [Teacher]|False Prophets,,teachers,#item-e5a7c5921,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/346,3102,3049,560/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Temerity,Temerity,Boldness,,temerity,#item-71c1ec9e2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/317,3605,3114,549/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Temperance,Temperance,Diet|Intemperance|1269 [Temperance],,temperance,#item-0211a4e15,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/358,4123,3041,510/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,57,,Temptation,Temptation,Instigation|Provocation|206 [Temptation],,temptation,#item-d5b751b3a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/360,4572,3154,565/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg
Volume 2,58,,Terrour,Terrour,fear|669 [Terrour],,terrour,#item-9b7e9cd67,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/753,416,3071,479/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Testament,Testament,Will|2226 [Will],,testament,#item-64d9caea7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/771,792,3092,414/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Old Testamt,Old Testamt,926 [New Testament],,testament old,#item-d12a4cca7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/807,1138,3029,444/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,New Testamt,New Testamt,926 [New testament],,testament new,#item-84496680a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/755,1457,3052,490/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Testimony,Testimony,Proof|61 [Testimony],,testimony,#item-4dde9e62,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/763,1830,3006,551/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Thanks,Thanks,Gratitude|1132 [Gratitude],,thanks,#item-a4c335091,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/768,2298,3010,466/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Thirst,Thirst,Drink,,thirst,#item-ca7158b5d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/819,2688,3020,458/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Thouing,Thouing,217 [Thouing],,thouing,#item-1f5904f4,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/771,3041,2986,549/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Thought,Thought,Imagination|meditation|982 [Thoughts],,thoughts,#item-de3bd0f07,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/770,3445,2998,688/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Thrush,Thrush,,,thrush,#item-809c9d4c9,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/792,4010,3002,163/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,to Thrust,to Thrust,,,to thrust,#item-35d1e23a3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/846,4128,2151,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Thunder,Thunder,1346 [Thunder & Lightning],,thunder,#item-40bb469ee,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/832,4221,2942,382/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,58,,Time,Time,818 [PAGE_MISSING],,time,#item-21d76679c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/814,4469,2950,611/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg
Volume 2,59,,Tithes,Tithes,554 [Tithes],,tithes,#item-a3075b99e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/309,354,3047,510/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Titles,Titles,1435 [Titles of honour],,titles,#item-f31b1a7fb,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/272,779,3128,450/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Tobacco,Tobacco,935 [Tobacco],,tobacco,#item-708941700,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/316,1163,3057,522/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Tongue,Tongue,Speech|language|babling|1186 [Tongue],,tongue,#item-89b60c12d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/319,1597,3033,535/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Too hasty,Too hasty,Haste|[WORD_ILLEGIBLE]|961 [Too hasty],,too hasty,#item-333aac4a6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/335,2078,2997,442/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Too little,Too little,littleness,,too little,#item-0d3530d71,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/327,2481,3057,250/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,too suspicious,too suspicious,,,too suspicious,#item-373d34fe6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/331,2795,2927,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Too much,Too much,abundance|Superfluity|815 [PAGE_MISSING],,too much,#item-5b4f65a9f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/344,2948,3001,585/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Too slow or quick,Too slow or quick,Slowness|too late|20 [Too late],,too slow or quick,#item-5bc71e62e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/352,3477,3009,201/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,too young,too young,,,too young,#item-f53bf4603,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/355,3697,1058,106/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Too soon,Too soon,Hast,,too soon,#item-f03e16ad5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/318,3841,3028,429/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Tooth,Tooth,1286 [Tooth],,tooth,#item-b808f22e1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/371,4253,2978,322/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Toothach,Toothach,,,toothach,#item-e7678121e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/371,4516,2924,347/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,59,,Tortoise,Tortoise,Shells of snails|4704 [PAGE_MISSING],,tortoise,#item-860d7e081,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/369,4788,2900,300/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg
Volume 2,60,,Trade,Trade,Livelyhood|Shopkeeper|Butcher|634 [Trade],,trade,#item-dbf3ca43c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/802,213,2965,490/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,60,,Tradition,Tradition,Gloss|hearsay|484 [Tradition],,tradition,#item-606ddb1f8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/789,552,3000,488/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,60,,Trance,Trance,1286 [Extasies]|Enthusiasm,,trance,#item-abf4403a2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/812,917,3003,456/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,60,,Transitory,Transitory,Vanity|922 [Transitory],,transitory,#item-925341921,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/792,1250,2977,528/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,60,,Travelling,Travelling,Vagabonds|Departure|1149 [Travelling],,travelling,#item-d0f258fc8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/810,1627,2937,569/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,60,,Treachery,Treachery,faithfullness|933 [Treachery],,treachery,#item-cfd8402ee,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/831,2101,2940,465/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
