pid,volume,image,pastorius_page_numbers,older_pastorius_page_numbers,type,secondary_type,section_title,secondary_section_title,tertiary_section_title,pastorius_section_header,pastorius_description,contents,secondary_contents,first_entry,last_entry,order,thumbnail,full,notes_DONOTUSE
toc1_150,1,160,75.2,,Verse,,Germantown Silva,,,,,82 - 92,,82,92,150,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0159/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0159/full/full/0/default.jpg,
toc1_151,1,161,76,,Verse,,Germantown Silva,,,,,93 - 103,,93,103,151,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0160/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0160/full/full/0/default.jpg,
toc1_152,1,162,76.2,,Verse,,Germantown Silva,,,,,103 (cont.) - 117,,103 (cont.),117,152,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0161/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0161/full/full/0/default.jpg,
toc1_153,1,163,77,,Verse,,Germantown Silva,,,,,117 (cont.) - 119,,117 (cont.),119,153,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0162/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0162/full/full/0/default.jpg,
toc1_154,1,164,78,,Verse,,Germantown Silva,,,,,120 - 121,,120,121,154,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0163/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0163/full/full/0/default.jpg,
toc1_155,1,165,79,,Verse,,Germantown Silva,,,,,122 - 129,,122,129,155,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0164/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0164/full/full/0/default.jpg,
toc1_156,1,166,79.2,,Verse,,Germantown Silva,,,,,129 (cont.) - 135,,129 (cont.),135,156,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0165/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0165/full/full/0/default.jpg,
toc1_157,1,167,,,Verse,,Germantown Silva,,,,,136 - 144,,136,144,157,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0166/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0166/full/full/0/default.jpg,
toc1_158,1,168,,,Verse,,Germantown Silva,,,,,145 - 152,,145,152,158,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0167/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0167/full/full/0/default.jpg,
toc1_159,1,169,,,Verse,,Germantown Silva,,,,,153 - 161,,153,161,159,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0168/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0168/full/full/0/default.jpg,
toc1_160,1,170,,,Verse,,Germantown Silva,,,,,162 - 167,,162,167,160,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0169/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0169/full/full/0/default.jpg,
toc1_161,1,171,,,Verse,,Germantown Silva,,,,,168 - 186,,168,186,161,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0170/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0170/full/full/0/default.jpg,
toc1_162,1,172,,,Verse,,Germantown Silva,,,,,187 - 198,,187,198,162,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0171/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0171/full/full/0/default.jpg,
toc1_163,1,173,,,Verse,,Germantown Silva,,,,,199 - 206,,199,206,163,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0172/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0172/full/full/0/default.jpg,
toc1_164,1,174,,,Verse,,Germantown Silva,,,,,207 - 212,,207,212,164,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0173/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0173/full/full/0/default.jpg,212 is empty
toc1_165,1,175,,,Blank Page,,,,,,,,,,,165,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0174/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0174/full/full/0/default.jpg,
toc1_166,1,176,,,Verse,,Germantown Silva,,,,,207 - 219,,207,219,166,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0175/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0175/full/full/0/default.jpg,"207-211 numbering repeats, but verse content is different"
toc1_167,1,177,,,Verse,,Germantown Silva,,,,,220 - 225,,220,225,167,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0176/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0176/full/full/0/default.jpg,
toc1_168,1,178,,,Verse,,Germantown Silva,,,,,226,,226,226,168,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0177/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0177/full/full/0/default.jpg,
toc1_169,1,179,,,Verse,,Germantown Silva,,,,,226 (cont.) - 232,,226 (cont.),232,169,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0178/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0178/full/full/0/default.jpg,
toc1_170,1,180,,,Verse,,Germantown Silva,,,,,233 - 240,,233,240,170,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0179/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0179/full/full/0/default.jpg,
toc1_171,1,181,,,Verse,,Germantown Silva,,,,,241 - 247,,241,247,171,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0180/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0180/full/full/0/default.jpg,
toc1_172,1,182,,,Verse,,Germantown Silva,,,,,248 - 258,,248,258,172,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0181/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0181/full/full/0/default.jpg,
toc1_173,1,183,,,Verse,,Germantown Silva,,,,,259 - 270,,259,270,173,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0182/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0182/full/full/0/default.jpg,
toc1_174,1,184,,,Verse,,Germantown Silva,,,,,271 - 278,,271,278,174,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0183/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0183/full/full/0/default.jpg,
toc1_175,1,185,,,Verse,,Germantown Silva,,,,,279 - 289,,279,289,175,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0184/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0184/full/full/0/default.jpg,
toc1_176,1,186,,,Verse,,Germantown Silva,,,,,290 - 304,,290,304,176,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0185/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0185/full/full/0/default.jpg,
toc1_177,1,187,,,Verse,,Germantown Silva,,,,,305 - 319,,305,319,177,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0186/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0186/full/full/0/default.jpg,
toc1_178,1,188,,,Verse,,Germantown Silva,,,,,320 - 325,,320,325,178,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0187/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0187/full/full/0/default.jpg,
toc1_179,1,189,,,Verse,,Germantown Silva,,,,,326 - 328,,326,328,179,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0188/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0188/full/full/0/default.jpg,
toc1_180,1,190,,,Verse,,Germantown Silva,,,,,329 - 336,,329,336,180,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0189/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0189/full/full/0/default.jpg,
toc1_181,1,191,,,Verse,,Germantown Silva,,,,,337 - 339,,337,339,181,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0190/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0190/full/full/0/default.jpg,
toc1_182,1,192,,,Verse,,Germantown Silva,,,,,340 - 347,,340,347,182,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0191/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0191/full/full/0/default.jpg,
toc1_183,1,193,,,Verse,,Germantown Silva,,,,,348 - 358,,348,358,183,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0192/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0192/full/full/0/default.jpg,
toc1_184,1,194,,,Verse,,Germantown Silva,,,,,359,,359,359,184,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0193/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0193/full/full/0/default.jpg,
toc1_185,1,195,,,Verse,,Germantown Silva,,,,,359 (cont.) - 362,,359 (cont.),362,185,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0194/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0194/full/full/0/default.jpg,360 through end of page canceled
toc1_186,1,196,,,Verse,,Germantown Silva,,,,,363 - 370,,363,370,186,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0195/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0195/full/full/0/default.jpg,
toc1_187,1,197,,,Verse,,Germantown Silva,,,,,371 - 372,,371,372,187,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0196/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0196/full/full/0/default.jpg,
toc1_188,1,198,,,Verse,,Germantown Silva,,,,,372 (cont.),,372 (cont.),372 (cont.),188,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0197/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0197/full/full/0/default.jpg,
toc1_189,1,199,,,Verse,,Germantown Silva,,,,,373 - 388,,373,388,189,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0198/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0198/full/full/0/default.jpg,
toc1_190,1,200,,,Verse,,Germantown Silva,,,,,389 - 396,,389,396,190,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0199/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0199/full/full/0/default.jpg,
toc1_191,1,201,,,Verse,,Germantown Silva,,,,,396 (cont.) - 400,,396 (cont.),400,191,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0200/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0200/full/full/0/default.jpg,
toc1_192,1,202,,,Verse,,Germantown Silva,,,,,401 - 417,,401,417,192,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0201/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0201/full/full/0/default.jpg,
toc1_193,1,203,,,Verse,,Germantown Silva,,,,,418 - 427,,418,427,193,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0202/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0202/full/full/0/default.jpg,
toc1_194,1,204,,,Verse,,Germantown Silva,,,,,428 - 436,,428,436,194,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0203/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0203/full/full/0/default.jpg,
toc1_195,1,205,,,Verse,,Germantown Silva,,,,,437 - 445,,437,445,195,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0204/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0204/full/full/0/default.jpg,
toc1_196,1,206,,,Verse,,Germantown Silva,,,,,445 (cont.) - 451,,445 (cont.),451,196,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0205/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0205/full/full/0/default.jpg,
toc1_197,1,207,,,Verse,,Germantown Silva,,,,,451 (cont.) - 456,,451 (cont.),456,197,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0206/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0206/full/full/0/default.jpg,
toc1_198,1,208,,,Verse,,Germantown Silva,,,,,457 - 465,,457,465,198,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0207/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0207/full/full/0/default.jpg,
toc1_199,1,209,,,Verse,,Germantown Silva,,,,,466 - 475,,466,475,199,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0208/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0208/full/full/0/default.jpg,
toc1_200,1,210,,,Verse,,Germantown Silva,,,,,476 - 487,,476,487,200,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0209/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0209/full/full/0/default.jpg,
toc1_201,1,211,,,Verse,,Germantown Silva,,,,,488 - 495,,488,495,201,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0210/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0210/full/full/0/default.jpg,495 is empty
toc1_202,1,212,,,Blank Page,,,,,,,,,,,202,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0211/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0211/full/full/0/default.jpg,
toc1_203,1,213,,,Blank Page,,,,,,,,,,,203,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0212/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0212/full/full/0/default.jpg,
toc1_204,1,214,,,Blank Page,,,,,,,,,,,204,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0213/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0213/full/full/0/default.jpg,
toc1_205,1,215,,,Blank Page,,,,,,,,,,,205,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0214/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0214/full/full/0/default.jpg,
toc1_206,1,216,,,Blank Page,,,,,,,,,,,206,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0215/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0215/full/full/0/default.jpg,
toc1_207,1,217,,,Blank Page,,,,,,,,,,,207,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0216/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0216/full/full/0/default.jpg,
toc1_208,1,218,,,Blank Page,,,,,,,,,,,208,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0217/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0217/full/full/0/default.jpg,
toc1_209,1,219,,,Blank Page,,,,,,,,,,,209,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0218/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0218/full/full/0/default.jpg,
toc1_210,1,220,,,Verse,,Epigrams,,,,"Since Epigrams (short-paroxysm'd Rimes,) By [lazie/busie] Folks are well lik'd in these Times, / Wherein we breathe, Of such like Meeters meet I will impart to you Sheet after Sheet! / The Printer's Man to pay, take ye the Care & pains, I for myself shall have my labour for my pains. / Some such short Rimes vide suprà pag. 1. 2. 3. 5. 8. 49. /. 71. & 2. / & infrà pag. seq. p. 425. &c. p. 431 &c. num. 2311. &c. p. ult. / Philyra prima Schediasma Secunden. Tertia Charta / Quarta Papyrus. Philura Quinta./.",600,,600,600,210,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0219/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0219/full/full/0/default.jpg,Germantown verse miscellany (cont.) (is it???)
toc1_211,1,221,,,Verse,,Epigrams,,,,,601 - 669,,601,669,211,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0220/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0220/full/full/0/default.jpg,
toc1_212,1,222,,,Verse,,Epigrams,,,,,670 - 679,,670,679,212,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0221/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0221/full/full/0/default.jpg,
toc1_213,1,223,,,Blank Page,,,,,,,,,,,213,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0222/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0222/full/full/0/default.jpg,
toc1_214,1,224,,,Verse,,Miscellaneous Verse,,,,,,,851,862,214,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0223/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0223/full/full/0/default.jpg,Also contains index to FDP's Alphabeto Rhytmico verses; Germantown verse miscellany (cont.) (is it???)
toc1_215,1,225,,,Onomastic Symbols,,Symbola Onomastica,,,Continuatio Symbolorum Onomasticorum F. D. P. Adde suprà Pag. 55. &c.,,466 - 525,,466,525,215,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0224/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0224/full/full/0/default.jpg,Continues from image 58
toc1_216,1,226,,,Onomastic Symbols,,Symbola Onomastica,,,,,526 - 600,,526,600,216,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0225/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0225/full/full/0/default.jpg,
toc1_217,1,227,,,Onomastic Symbols,,Symbola Onomastica,,,,,601 - 677,,601,677,217,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0226/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0226/full/full/0/default.jpg,
toc1_218,1,228,,,Onomastic Symbols,,Symbola Onomastica,,,,,678 - 735,,678,735,218,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0227/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0227/full/full/0/default.jpg,
toc1_219,1,229,,,Onomastic Symbols,,Symbola Onomastica,,,,,736 - 796,,736,796,219,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0228/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0228/full/full/0/default.jpg,First few entries are largely illegible
toc1_220,1,230,,,Blank Page,,,,,,,,,,,220,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0229/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0229/full/full/0/default.jpg,
toc1_221,1,231,,,Onomastic Symbols,,Symbola Onomastica,,,,,Unnumbered onomastic symbols,,,,221,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0230/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0230/full/full/0/default.jpg,"Content appears to be onomastic symbols, but entries are unnumbered"
toc1_222,1,232,,,Blank Page,,,,,,,,,,,222,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0231/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0231/full/full/0/default.jpg,
toc1_223,1,233,,,Blank Page,,,,,,,,,,,223,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0232/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0232/full/full/0/default.jpg,
toc1_224,1,234,,,Blank Page,,,,,,,,,,,224,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0233/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0233/full/full/0/default.jpg,
toc1_225,1,235,,,Blank Page,,,,,,,,,,,225,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0234/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0234/full/full/0/default.jpg,
toc1_226,1,236,,,Miscellania,,Miscellaneous Excerpts,,,,,Text pertaining to the Title Deed for Land in Germantown,,,,226,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0235/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0235/full/full/0/default.jpg,
toc1_227,1,237,,,Blank Page,,,,,,,Blank pages,,,,227,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0236/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0236/full/full/0/default.jpg,
toc1_228,1,238,,,Blank Page,,,,,,,,,,,228,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0237/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0237/full/full/0/default.jpg,
toc1_229,1,239,,,Blank Page,,,,,,,,,,,229,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0238/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0238/full/full/0/default.jpg,
toc1_230,1,240,,,Blank Page,,,,,,,,,,,230,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0239/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0239/full/full/0/default.jpg,
toc1_231,1,241,88,63,Onomastical Considerations,Verse,Onomastical Considerations,,,Some Onomastical Considerations [the Table whereof vide suprà post Indicem Universalem] occasioned by Our dearly Esteemed Name-Sake John Penn.,"The Autor whereof being a high German, the candid Readers will easily make allowance for some little trips in the man[n]er of expressions.",1 - 11,GENETHLIACUM or An hearty Congratulations,1,11,231,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0240/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0240/full/full/0/default.jpg,
toc1_232,1,242,,,Onomastical Considerations,,Onomastical Considerations,,,,,12 - 23,,12,23,232,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0241/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0241/full/full/0/default.jpg,
toc1_233,1,243,,,Onomastical Considerations,,Onomastical Considerations,,,,,23 (cont.) - 35,,23 (cont.),35,233,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0242/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0242/full/full/0/default.jpg,
toc1_234,1,244,,,Onomastical Considerations,,Onomastical Considerations,,,,,36 - 47,,36,47,234,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0243/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0243/full/full/0/default.jpg,
toc1_235,1,245,,,Onomastical Considerations,,Onomastical Considerations,,,,,47 (cont.) - 58,,47 (cont.),58,235,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0244/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0244/full/full/0/default.jpg,
toc1_236,1,246,,,Onomastical Considerations,,Onomastical Considerations,,,,,58 (cont.) - 70,,58 (cont.),70,236,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0245/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0245/full/full/0/default.jpg,
toc1_237,1,247,,,Onomastical Considerations,,Onomastical Considerations,,,,,70 (cont.) - 82,,70 (cont.),82,237,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0246/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0246/full/full/0/default.jpg,
toc1_238,1,248,,,Onomastical Considerations,,Onomastical Considerations,,,,,82 (cont.) - 92,,82 (cont.),92,238,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0247/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0247/full/full/0/default.jpg,90 through end of page canceled
toc1_239,1,249,,,Onomastical Considerations,,Onomastical Considerations,,,,,92 (cont.) - 101,,92 (cont.),101,239,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0248/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0248/full/full/0/default.jpg,
toc1_240,1,250,,,Onomastical Considerations,,Onomastical Considerations,,,,,102 - 111,,102,111,240,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0249/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0249/full/full/0/default.jpg,
toc1_241,1,251,,,Onomastical Considerations,,Onomastical Considerations,,,,,111 (cont.) - 121,,111 (cont.),121,241,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0250/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0250/full/full/0/default.jpg,
toc1_242,1,252,,,Onomastical Considerations,,Onomastical Considerations,,,,,121 (cont.) - 127,,121 (cont.),127,242,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0251/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0251/full/full/0/default.jpg,
toc1_243,1,253,,,Onomastical Considerations,,Onomastical Considerations,,,,,127 (cont.) - 134,,127 (cont.),134,243,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0252/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0252/full/full/0/default.jpg,
