pid,volume,image,pastorius_page_numbers,older_pastorius_page_numbers,type,secondary_type,section_title,secondary_section_title,tertiary_section_title,pastorius_section_header,pastorius_description,contents,secondary_contents,first_entry,last_entry,order,thumbnail,full,notes_DONOTUSE
toc1_395,1,405,,,Blank Page,,,,,,,Blank Page,,,,395,,,
toc1_396,1,406,,,Blank Page,,,,,,,Blank Page,,,,396,,,
toc1_397,1,407,,,Blank Page,,,,,,,Blank Page,,,,397,,,
toc1_398,1,408,,,Blank Page,,,,,,,Blank Page,,,,398,,,
toc1_399,1,409,,,Blank Page,,,,,,,Blank Page,,,,399,,,
toc1_400,1,410,,,Blank Page,,,,,,,Blank Page,,,,400,,,
toc1_401,1,411,,,Miscellania,,Miscellaneous Excerpt,,,,,A Commemoratory Poem on Francis Daniel Pastorius by Howell Powell,,,,401,,,Signed Howell Powell
toc1_402,1,412,,,Miscellania,,Miscellaneous Excerpt,,,,,Outside of letter-envelope (Howell Powell's Commemorative Poem),,,,402,,,
toc1_403,1,413,,,Genealogy,,Genealogia Pastoriana,,,,,Introductory Notes to his Genealogy,,,,403,,,
toc1_404,1,414,,,Blank Page,,,,,,,,,,,404,,,
toc1_405,1,415,,,Blank Page,,,,,,,,,,,405,,,
toc1_406,1,416,,,Genealogy,,Genealogia Pastoriana,,,,,Family Tree,,,,406,,,
toc1_407,1,417,,,Genealogy,,Genealogia Pastoriana,,,,,Family Tree,,,,407,,,
toc1_408,1,418,,,Genealogy,,Genealogia Pastoriana,,,,,Family Tree,,,,408,,,
toc1_409,1,419,,,Genealogy,,Genealogia Pastoriana,,,,,Martin Pastorius - Melchior Adam Pastorius,,,,409,,,
toc1_410,1,420,,,Genealogy,,Genealogia Pastoriana,,,,,Melchior Adam Pastiorius (cont.) - Francis Daniel Pastorius,,,,410,,,
toc1_411,1,421,,,Genealogy,,Genealogia Pastoriana,,,,,Francis Daniel Pastorius (cont.),,,,411,,,
toc1_412,1,422,,,Genealogy,,Genealogia Pastoriana,,,,,Additions in Pastorius's and others' hands,,,,412,,,
toc1_413,1,423,,,Genealogy,,Genealogia Pastoriana,,,,,Back of insertion,,,,413,,,
toc1_414,1,424,,,Genealogy,,Genealogia Pastoriana,,,,,Additions in others' hands,,,,414,,,
toc1_415,1,425,,,Genealogy,,Genealogia Pastoriana,,,,,Additions in Pastorius's and others' hands,,,,415,,,
toc1_416,1,426,,,Blank Page,,,,,,,,,,,416,,,
toc1_417,1,427,,,Blank Page,,,,,,,,,,,417,,,
toc1_418,1,428,,,Genealogy,,Genealogia Pastoriana,,,,,Additions in others' hands,,,,418,,,
toc1_419,1,429,,,Genealogy,,Genealogia Pastoriana,,,,,Additions in others' hands,,,,419,,,
toc1_420,1,430,,,Genealogy,,Genealogia Pastoriana,,,,,Additions in others' hands,,,,420,,,
toc1_421,1,431,,,Alvearium,,Alphabetical Hive,,,,,Absence - Adversity,,Absence,Adversity,421,,,
toc1_422,1,432,,,Alvearium,,Alphabetical Hive,,,,,Adultery - Ambition,,Adultery,Ambition,422,,,
toc1_423,1,433,,,Alvearium,,Alphabetical Hive,,,,,Amending - Apostle,,Amending,Apostle,423,,,
toc1_424,1,434,,,Alvearium,,Alphabetical Hive,,,,,Apothecary - Baker,,Apothecary,Baker,424,,,"From ""Babbling"" on is not annotated yet"
toc1_425,1,435,,,Alvearium,,Alphabetical Hive,,,,,Baldness - Beast,,Baldness,Beast,425,,,
toc1_426,1,436,,,Alvearium,,Alphabetical Hive,,,,,Beauty - Bishop,,Beauty,Bishop,426,,,
toc1_427,1,437,,,Alvearium,,Alphabetical Hive,,,,,Blackness - Bothways,,Blackness,Bothways,427,,,
toc1_428,1,438,,,Alvearium,,Alphabetical Hive,,,,,Bounty - Businesses,,Bounty,Businesses,428,,,
toc1_429,1,439,,,Alvearium,,Alphabetical Hive,,,,,Burial - Care,,Burial,Care,429,,,
toc1_430,1,440,,,Alvearium,,Alphabetical Hive,,,,,Carriage - Celibate,,Carriage,Celibate,430,,,
toc1_431,1,441,,,Alvearium,,Alphabetical Hive,,,,,Ceremony - Christ,,Ceremony,Christ,431,,,
toc1_432,1,442,,,Alvearium,,Alphabetical Hive,,,,,Christendon - False Comfort,,Christendom,False Comfort,432,,,"The final entry follows ""Comfort"", but they seem like they are treated as separate entries"
toc1_433,1,443,,,Alvearium,,Alphabetical Hive,,,,,Coming of Christ - Confession,,Coming of Christ,Confession,433,,,
toc1_434,1,444,,,Alvearium,,Alphabetical Hive,,,,,Auricular Confession - Self-Contradiction,,Auricular Confession,Self-Contradiction,434,,,
toc1_435,1,445,,,Alvearium,,Alphabetical Hive,,,,,Conversion - to Court or to wooe,,Conversion,to Court or to wooe,435,,,
toc1_436,1,446,,,Alvearium,,Alphabetical Hive,,,,,Coward - Crown,,Coward,Crown,436,,,
toc1_437,1,447,,,Alvearium,,Alphabetical Hive,,,,,Cruelty - Death,,Cruelty,Death,437,,,
toc1_438,1,448,,,Alvearium,,Alphabetical Hive,,,,,Death - Deliberation,,,Deliberation,438,,,Death Corporel - Spritual - Eternal (?) for first entry
toc1_439,1,449,,,Alvearium,,Alphabetical Hive,,,,,Deluge - Difficulty,,Deluge,Difficulty,439,,,
toc1_440,1,450,,,Alvearium,,Alphabetical Hive,,,,,Diligence - Distrust,,Diligence,Distrust,440,,,
toc1_441,1,451,,,Alvearium,,Alphabetical Hive,,,,,Divinity - Drieness,,Divinity,Drieness,441,,,
toc1_442,1,452,,,Alvearium,,Alphabetical Hive,,,,,Drink - Ecclesiastical discipline,,Drink,Ecclesiastical discipline,442,,,
toc1_443,1,453,,,Alvearium,,Alphabetical Hive,,,,,Echo - Epicurism,,Echo,Epicurism,443,,,
toc1_444,1,454,,,Alvearium,,Alphabetical Hive,,,,,Epitaph - Excuse,,Epitaph,Excuse,444,,,
toc1_445,1,455,,,Alvearium,,Alphabetical Hive,,,,,Execution - Faintheartedness,,Execution,Faintheartedness,445,,,
toc1_446,1,456,,,Alvearium,,Alphabetical Hive,,,,,Fair words - Fault,,Fair words,Fault,446,,,
