volume,image_number,head,entry,topic,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri
Volume 3,21,Gainsaying,823 [PAGE_MISSING],,,,,,,#item-9f12c071e,,Head: Gainsaying|Entry: 823 [PAGE_MISSING]|#item-9f12c071e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1552,1932,569,118/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560786441739
Volume 3,21,gag,4742 [PAGE_MISSING],,,,,,,#item-b1f0dc4bc,,Head: gag|Entry: 4742 [PAGE_MISSING]|#item-b1f0dc4bc,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1970,1992,344,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560786458152
Volume 3,21,Galenus,2228 [Noia Medicorum],,,,,,,#item-e4f0eda64,,Head: Galenus|Entry: 2228 [Noia Medicorum]|#item-e4f0eda64,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1556,2054,430,79/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560786520040
Volume 3,21,gall,1090 [Gall],,,,,,,#item-a8d267488,,Head: gall|Entry: 1090 [Gall]|#item-a8d267488,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1516,2100,413,137/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560786636721
Volume 3,21,gallant,4568 [PAGE_MISSING],,,,,,,#item-44a94d6e3,,Head: gallant|Entry: 4568 [PAGE_MISSING]|#item-44a94d6e3,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1527,2153,483,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560786672295
Volume 3,21,gallows,806 [PAGE_MISSING],,,,,,,#item-be1ad7606,,Head: gallows|Entry: 806 [PAGE_MISSING]|#item-be1ad7606,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1517,2222,527,126/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560786733102
Volume 3,21,galilee,4868 [Galileans],,,,,,,#item-89eca517d,,Head: galilee|Entry: 4868 [Galileans]|#item-89eca517d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1516,2276,521,140/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787067680
Volume 3,21,gaping,704 [to Gape],,,,,,,#item-dc6a1c620,,Head: gaping|Entry: 704 [to Gape]|#item-dc6a1c620,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1530,2377,470,130/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787120452
Volume 3,21,garden,a|1890 [PAGE_MISSING],,p.8 [Image 1.68]|p.37 [Image 1.97],,,,,#item-91f06e853,,Head: garden|Page: p.8 [Image 1.68]|Page: p.37 [Image 1.97]|Entry: a|Entry: 1890 [PAGE_MISSING]|#item-91f06e853,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1541,2538,813,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787168724
Volume 3,21,garland,,,,,,Crown,,#item-774144189,,Head: garland|See: Crown|#item-774144189,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1539,2620,564,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787186826
Volume 3,21,garlick,a|685 [Garlick],,,,,,,#item-1a7649ff8,,Head: garlick|Entry: a|Entry: 685 [Garlick]|#item-1a7649ff8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1560,2676,590,136/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787228578
Volume 3,21,garrulity,430 [Babbling],,,,,,,#item-d4a880cf4,,Head: garrulity|Entry: 430 [Babbling]|#item-d4a880cf4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1496,2838,636,173/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787409659
Volume 3,21,gates,621 [Door],,p.8 [Image 1.68],,,,,#item-eff871d32,,Head: gates|Page: p.8 [Image 1.68]|Entry: 621 [Door]|#item-eff871d32,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1500,3012,586,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787469688
Volume 3,21,gathering,551 [Collections],,,,,,,#item-05f1d2d1a,,Head: gathering|Entry: 551 [Collections]|#item-05f1d2d1a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1481,3140,570,139/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787667965
Volume 3,21,Gazet,4574 [PAGE_MISSING],,,,,,,#item-9cdce11eb,,Head: Gazet|Entry: 4574 [PAGE_MISSING]|#item-9cdce11eb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1507,3218,440,107/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787698549
Volume 3,21,to geld,304 [To Geld],,,,,,,#item-5397c0b6b,,Head: to geld|Entry: 304 [To Geld]|#item-5397c0b6b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1529,3265,426,150/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787776447
Volume 3,21,gazing,4566 [PAGE_MISSING],,,,,,,#item-c1cdd00b9,,Head: gazing|Entry: 4566 [PAGE_MISSING]|#item-c1cdd00b9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1509,3356,526,118/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787796724
Volume 3,21,genealogy,881 [Genealogy]|921 [Genealogy],,,,,,,#item-a1af48a24,,Head: genealogy|Entry: 881 [Genealogy]|Entry: 921 [Genealogy]|#item-a1af48a24|,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1504,3419,705,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787915316
Volume 3,21,generally,777 [PAGE_MISSING],,,,,,,#item-9aec8edae,,Head: generally|Entry: 777 [PAGE_MISSING]|#item-9aec8edae,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/1510,3566,627,147/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560787945147
Volume 3,53,wine,a|590 [artificial Wines]|1752 [Wine],,,,,,,#item-667df83a1,,Head: wine|Entry: a|Entry: 590 [artificial Wines]|Entry: 1752 [Wine]|#item-667df83a1,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/179,307,600,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791209538
Volume 3,53,wine press,,,p.38 [Image 1.98],,,,,#item-a958593d0,,Head: wine press|Page: p.38 [Image 1.98]|#item-a958593d0,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/175,387,413,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791253082
Volume 3,53,artificial Wines,590 [artificial Wines]|1940 [Artificial Wines],,,,,,,#item-7b85a04f4,,Head: artificial Wines|Entry: 590 [artificial Wines]|Entry: 1940 [Artificial Wines]|#item-7b85a04f4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/175,475,710,169/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791321924
Volume 3,53,wink,4822 [a Winking],,,,,,,#item-55f00d338,,Head: wink|Entry: 4822 [a Winking]|#item-55f00d338,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/195,579,377,88/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791360129
Volume 3,53,,,,,,,,,,Type: Index|Insertion Xref: [:5.]|#item-7e14edb67,Type: Index|Insertion Xref: [:5.]|#item-7e14edb67,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/746,592,153,127/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791382455
Volume 3,53,winter,a|1088 [Winter],,,,,,,#item-785185614,,Head: winter|Entry: a|Entry: 1088 [Winter]|#item-785185614,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/176,656,514,85/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791429091
Volume 3,53,wire,1883 [PAGE_MISSING],,,,,,,#item-f55f22007,,Head: wire|Entry: 1883 [PAGE_MISSING]|#item-f55f22007,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/200,734,369,92/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791445971
Volume 3,53,wisdom,a|1107 [Wisdom]|2274 [Wisdom],,,,,,,#item-4a8e723b8,,Head: wisdom|Entry: a|Entry: 1107 [Wisdom]|Entry: 2274 [Wisdom]|#item-4a8e723b8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/185,807,665,82/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791521560
Volume 3,53,7. wise men of Greece,460 [Wise men of Greece],,,,,,,#item-41aaccc93,,Head: 7. wise men of Greece|Entry: 460 [Wise men of Greece]|#item-41aaccc93,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/181,1081,694,119/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791774419
Volume 3,53,wish,a|875 [Wish]|1663 [Wish],,,,,,,#item-77b48c754,,Head: wish|Entry: a|Entry: 875 [Wish]|Entry: 1663 [Wish]|#item-77b48c754,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/177,1218,555,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560791862715
Volume 3,53,wit. witticism,313 [Wit]|2383 [Wit],,,,,,,#item-43eb9c689,,Head: wit. witticism|Entry: 313 [Wit]|Entry: 2383 [Wit]|#item-43eb9c689,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/177,1338,743,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792021065
Volume 3,53,false wit,4562 [PAGE_MISSING],,,,,,,#item-547fd237d,,Head: false wit|Entry: 4562 [PAGE_MISSING]|#item-547fd237d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/195,1429,485,86/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792050115
Volume 3,53,John de Wit,1349 [John de Wit],,,,,,,#item-338b24a8a,,Head: John de Wit|Entry: 1349 [John de Wit]|#item-338b24a8a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/179,1458,475,162/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792112733
Volume 3,53,witchcraft,a|1312 [Witchcraft]|1536 [Witchcraft]|1556 [Bewitch]|2243 [Sorcery or Witchcraft],,,,,,,#item-e069f9d76,,Head: witchcraft|Entry: a|Entry: 1312 [Witchcraft]|Entry: 1536 [Witchcraft]|Entry: 1556 [Bewitch]|Entry: 2243 [Sorcery or Witchcraft]|#item-e069f9d76,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/181,1666,726,150/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792265321
Volume 3,53,with,1140 [With],,,,,,,#item-590ff729f,,Head: with|Entry: 1140 [With]|#item-590ff729f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/157,1880,349,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792449159
Volume 3,53,within,586 [Within],,,,,,,#item-80c18a1dc,,Head: within|Entry: 586 [Within]|#item-80c18a1dc,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/191,1983,410,95/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792496177
Volume 3,53,withering,2439 [Wither],,,,,,,#item-a18d12ca2,,Head: withering|Entry: 2439 [Wither]|#item-a18d12ca2,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/175,2039,629,148/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792582807
Volume 3,53,without,687 [Without],,,,,,,#item-eb2fa721a,,Head: without|Entry: 687 [Without]|#item-eb2fa721a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/173,2185,421,113/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792724694
Volume 3,53,without Christ,284 [Without Xst],,,,,,,#item-2ed880806,,Head: without Christ|Entry: 284 [Without Xst]|#item-2ed880806,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/186,2283,452,118/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792762311
Volume 3,53,witnesses,1007 [Witnesses]|2209 [Witness],,,,,testimony,,#item-0be58393f,,Head: witnesses|See: testimony|Entry: 1007 [Witnesses]|Entry: 2209 [Witness]|#item-0be58393f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/180,2383,691,202/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792860680
Volume 3,53,2. Witnesses slain,1539 [Two Witnesses Slain],,,,,,,#item-03149b386,,Head: 2. Witnesses slain|Entry: 1539 [Two Witnesses Slain]|#item-03149b386,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/185,2550,634,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560792924780
Volume 3,53,woe to you!,333 [Exclam[m]ations or Interjections],,,,,,,#item-2a3f44400,,Head: woe to you!|Entry: 333 [Exclam[m]ations or Interjections]|#item-2a3f44400,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/176,2815,532,162/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560793361185
Volume 3,53,wolf,a,,p.34 [Image 1.94],,,,,#item-2505ee998,,Head: wolf|Page: p.34 [Image 1.94]|Entry: a|#item-2505ee998,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/176,2958,439,140/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560793381069
Volume 3,53,woman,a|1242 [Woman]|2227 [Woman]|2255 [Woman],,,,,,,#item-1fe3f8794,,Head: woman|Entry: a|Entry: 1242 [Woman]|Entry: 2227 [Woman]|Entry: 2255 [Woman]|#item-1fe3f8794,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/182,3113,656,119/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560793480855
Volume 3,53,brave woman,1477 [Brave Woman]|2250 [Brave Woman],,,,,,,#item-478240125,,Head: brave woman|Entry: 1477 [Brave Woman]|Entry: 2250 [Brave Woman]|#item-478240125,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/168,3206,654,118/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560793568082
Volume 3,53,woman talkative,4733 [PAGE_MISSING],,,,,,,#item-1c382dc38,,Head: woman talkative|Entry: 4733 [PAGE_MISSING]|#item-1c382dc38,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/201,3422,646,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560793660741
Volume 3,53,women beaten,a,,,,,,,#item-84ebf429a,,Head: women beaten|Entry: a|#item-84ebf429a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/179,3505,558,107/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560793678800
Volume 3,53,bad woman,,,,,,womans Imper,,#item-ebaa80d0b,,Head: bad woman|See: womans Imper|#item-ebaa80d0b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/213,3582,643,169/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560793711360
Volume 3,53,woman's Courses,838 [PAGE_MISSING]|1653 [Menstrua],,,,,,,#item-0a5d33f70,,Head: woman's Courses|Entry: 838 [PAGE_MISSING]|Entry: 1653 [Menstrua]|#item-0a5d33f70,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/878,291,657,149/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560794501597
Volume 3,53,woman's longings,688 [Womens Longings],,,,,,,#item-2761bad0e,,Head: woman's longings|Entry: 688 [Womens Longings]|#item-2761bad0e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/863,536,543,156/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560794711179
Volume 3,53,woman's preeminence,1654 [Woman's Preeminence],,,,,,,#item-afe02fa0b,,Head: woman's preeminence|Entry: 1654 [Woman's Preeminence]|#item-afe02fa0b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/865,667,725,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560794780844
Volume 3,53,woman's speaking in ye Church,230 [Womans Speaking in the Church],,,,,,,#item-1fd693f86,,Head: woman's speaking in ye Church|Entry: 230 [Womans Speaking in the Church]|#item-1fd693f86,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/861,754,823,192/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560794882527
Volume 3,53,woman's wit,a,,,,,,,#item-7a0a25f4c,,Head: woman's wit|Entry: a|#item-7a0a25f4c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/884,918,339,78/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796113707
Volume 3,53,,,,,,,,,,Type: Index|Insertion Xref: [:24.]|#item-dfdae4fc9,Type: Index|Insertion Xref: [:24.]|#item-dfdae4fc9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/1440,894,199,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796135530
Volume 3,53,wonder,a|1423 [Wonder],,,,,,,#item-d8d033f7a,,Head: wonder|Entry: a|Entry: 1423 [Wonder]|#item-d8d033f7a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/879,1037,517,109/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796197843
Volume 3,53,wonderful things,a,,,,,,,#item-9d54d55d6,,Head: wonderful things|Entry: a|#item-9d54d55d6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/873,1132,586,146/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796213984
Volume 3,53,wood,a|2113 [Wood],,,,,,,#item-c803ebfd8,,Head: wood|Entry: a|Entry: 2113 [Wood]|#item-c803ebfd8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/876,1293,476,137/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796273800
Volume 3,53,wooll,851 [PAGE_MISSING],,,,,,,#item-6c4685bbc,,Head: wooll|Entry: 851 [PAGE_MISSING]|#item-6c4685bbc,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/871,1433,422,99/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796293229
Volume 3,53,word of God,a|900 [Word of God]|2060 [Word of God],,,,,,,#item-b6aa9c7ed,,Head: word of God|Entry: a|Entry: 900 [Word of God]|Entry: 2060 [Word of God]|#item-b6aa9c7ed,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/893,1587,789,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796471387
Volume 3,53,word,1353 [Word],,,,,,,#item-429dd2a82,,Head: word|Entry: 1353 [Word]|#item-429dd2a82,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/884,1706,380,87/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796508015
Volume 3,53,words,a|1353 [Word]|2058 [Words],,,,,,,#item-d1329f6a2,,Head: words|Entry: a|Entry: 1353 [Word]|Entry: 2058 [Words]|#item-d1329f6a2,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/879,1741,659,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796575329
Volume 3,53,few words,2 [Laconism]|1169 [Laconism],,,,,,,#item-7f0da8434,,Head: few words|Entry: 2 [Laconism]|Entry: 1169 [Laconism]|#item-7f0da8434,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/868,1845,597,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796653856
Volume 3,53,strange words,536 [Rare words]|1629 [Rare words],,,,,,,#item-81fac9b93,,Head: strange words|Entry: 536 [Rare words]|Entry: 1629 [Rare words]|#item-81fac9b93,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/885,1947,722,148/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796748840
Volume 3,53,word by word,536 [Verbatim],,,,,,,#item-80af139f1,,Head: word by word|Entry: 536 [Verbatim]|#item-80af139f1,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/881,2087,577,149/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796972488
Volume 3,53,work,a,,,,,,,#item-9777e87db,,Head: work|Entry: a|#item-9777e87db,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/876,2239,360,99/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560796989988
Volume 3,53,Gods Work,1057 [God's work],,,,,,,#item-4fe048e48,,Head: Gods Work|Entry: 1057 [God's work]|#item-4fe048e48,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/865,2334,478,130/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560797099869
Volume 3,53,good works,a|1062 [Good Works]|4769 [PAGE_MISSING],,,,,,,#item-de86681a6,,Head: good works|Entry: a|Entry: 1062 [Good Works]|Entry: 4769 [PAGE_MISSING]|#item-de86681a6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/868,2455,693,153/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560797161790
Volume 3,53,Works without faith,433 [Works without faith],,,,,,,#item-94e8fbe44,,Head: Works without faith|Entry: 433 [Works without faith]|#item-94e8fbe44,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/850,2555,774,180/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560797221346
Volume 3,53,workhouse,793 [PAGE_MISSING],,,,,,,#item-12b572f1c,,Head: workhouse|Entry: 793 [PAGE_MISSING]|#item-12b572f1c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/868,2739,587,137/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0996/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560797250784
