pid,volume,image_number,head,entry,topic,first_letter,xref,see,page,add,type,index,item,unparsed,line,selection,full_image,annotation_uri,order,thumbnail,full,label
alpha_0993,Volume 2,62,,Unfruitfullness,Unfruitfullness,U/V,<a href='/New_Beehive/alpha1/alpha_0061/'>Barrenness</a>,,,,,<a href='/New_Beehive/index5/index_4381/'>unfruitful</a>,#item-699585c8d,,Entry: Unfruitfullness|Topic: Unfruitfullness|Xref: Barrenness|Index: unfruitful|#item-699585c8d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/815,1755,2943,497/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528912237624,993,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/815,1755,2943,497/full/0/default.jpg",Unfruitfullness
alpha_0994,Volume 2,62,,University,University,U/V,<a href='/New_Beehive/alpha4/alpha_0827/'>Schoole</a>|Professors|<a href='/New_Beehive/toc_vol2/toc2_168/'>902 [University]</a>,,,,,<a href='/New_Beehive/index5/index_4394/'>universities</a>,#item-fb3f37194,,Entry: University|Topic: University|Xref: Schoole|Xref: Professors|Xref: 902 [University]|Index: universities|#item-fb3f37194,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/793,2150,2973,491/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528912421661,994,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/793,2150,2973,491/full/0/default.jpg",University
alpha_0995,Volume 2,62,,Unknown,Unknown,U/V,<a href='/New_Beehive/alpha3/alpha_0452/'>Ignorance</a>|<a href='/New_Beehive/toc_vol2/toc2_326/'>1658 [Unknown]</a>,,,,,<a href='/New_Beehive/index5/index_4399/'>unknown</a>,#item-45f8ddbd8,,Entry: Unknown|Topic: Unknown|Xref: Ignorance|Xref: 1658 [Unknown]|Index: unknown|#item-45f8ddbd8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/819,2548,2928,488/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528912714094,995,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/819,2548,2928,488/full/0/default.jpg",Unknown
alpha_0996,Volume 2,62,,Unmercifullness,Unmercifullness,U/V,<a href='/New_Beehive/alpha3/alpha_0584/'>Mercy</a>|<a href='/New_Beehive/toc_vol2/toc2_394/'>2251 [unmerciful]</a>,,,,,<a href='/New_Beehive/index5/index_4406/'>unmerciful</a>,#item-2e68f38de,,Entry: Unmercifullness|Topic: Unmercifullness|Xref: Mercy|Xref: 2251 [unmerciful]|Index: unmerciful|#item-2e68f38de,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/792,2906,2955,625/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528912925107,996,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/792,2906,2955,625/full/0/default.jpg",Unmercifullness
alpha_0997,Volume 2,62,,Unprofitable,Unprofitable,U/V,<a href='/New_Beehive/alpha4/alpha_0735/'>Profit</a>,,,,,<a href='/New_Beehive/index5/index_4409/'>unprofitable</a>,#item-b19ce7f25,,Entry: Unprofitable|Topic: Unprofitable|Xref: Profit|Index: unprofitable|#item-b19ce7f25,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/794,3447,2943,437/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528913085321,997,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/794,3447,2943,437/full/0/default.jpg",Unprofitable
alpha_0998,Volume 2,62,,Unstableness,Unstableness,U/V,<a href='/New_Beehive/alpha1/alpha_0172/'>Constancy</a>|<a href='/New_Beehive/toc_vol2/toc2_161/'>870 [Inconstancy]</a>|Renouncing|<a href='/New_Beehive/alpha5/alpha_0976/'>Vagabonds</a>|Renouncing|<a href='/New_Beehive/alpha5/alpha_0965/'>Transitory</a>|<a href='/New_Beehive/alpha5/alpha_0977/'>Vanity</a>|Noising,,,,,<a href='/New_Beehive/index5/index_4421/'>unstable</a>,#item-0e6cfecca,,Entry: Unstableness|Topic: Unstableness|Xref: Constancy|Xref: 870 [Inconstancy]|Xref: Renouncing|Xref: Vagabonds|Xref: Renouncing|Xref: Transitory|Xref: Vanity|Xref: Noising|Index: unstable|#item-0e6cfecca,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/810,3781,2928,522/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528913171755,998,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/810,3781,2928,522/full/0/default.jpg",Unstableness
alpha_0999,Volume 2,62,,Unthankfull,Unthankfull,U/V,<a href='/New_Beehive/alpha2/alpha_0381/'>gratitude</a>|<a href='/New_Beehive/toc_vol2/toc2_098/'>347 [Unthankful]</a>,,,,,<a href='/New_Beehive/index5/index_4422/'>unthankful</a>,#item-400ddd2e0,,Entry: Unthankfull|Topic: Unthankfull|Xref: gratitude|Xref: 347 [Unthankful]|Index: unthankful|#item-400ddd2e0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/755,4242,2945,412/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528913678234,999,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/755,4242,2945,412/full/0/default.jpg",Unthankfull
alpha_1000,Volume 2,62,,Untimely,Untimely,U/V,<a href='/New_Beehive/alpha4/alpha_0649/'>Occasion</a>,,,,,<a href='/New_Beehive/index5/index_4424/'>untimely</a>,#item-0e53a4bfe,,Entry: Untimely|Topic: Untimely|Xref: Occasion|Index: untimely|#item-0e53a4bfe,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/826,4589,2877,454/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528913759434,1000,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/826,4589,2877,454/full/0/default.jpg",Untimely
alpha_1001,Volume 2,63,,Unwilling,Unwilling,U/V,Stubborn|<a href='/New_Beehive/alpha5/alpha_1026/'>Willingness</a>|782 [PAGE_MISSING],,,,,<a href='/New_Beehive/index5/index_4425/'>unwilling</a>,#item-cdfcb91fe,,Entry: Unwilling|Topic: Unwilling|Xref: Stubborn|Xref: Willingness|Xref: 782 [PAGE_MISSING]|Index: unwilling|#item-cdfcb91fe,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/318,237,3046,432/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528914215694,1001,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/318,237,3046,432/full/0/default.jpg",Unwilling
alpha_1002,Volume 2,63,,Unworthy,Unworthy,U/V,<a href='/New_Beehive/alpha5/alpha_1051/'>Worthiness</a>|<a href='/New_Beehive/toc_vol2/toc2_174/'>933 [Unworthy]</a>,,,,,<a href='/New_Beehive/index5/index_4427/'>unworthy</a>,#item-3a0da1785,,Entry: Unworthy|Topic: Unworthy|Xref: Worthiness|Xref: 933 [Unworthy]|Index: unworthy|#item-3a0da1785,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/328,563,3031,459/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528914537169,1002,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/328,563,3031,459/full/0/default.jpg",Unworthy
alpha_1003,Volume 2,63,,Voracity,Voracity,U/V,glutton|<a href='/New_Beehive/toc_vol2/toc2_151/'>677 [Voracity]</a>,,,,,<a href='/New_Beehive/index5/index_4432/'>voracity</a>,#item-9e391e5e8,,Entry: Voracity|Topic: Voracity|Xref: glutton|Xref: 677 [Voracity]|Index: voracity|#item-9e391e5e8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/306,954,3070,401/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528914797594,1003,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/306,954,3070,401/full/0/default.jpg",Voracity
alpha_1004,Volume 2,63,,Usury,Usury,U/V,862 [PAGE_MISSING],,,,,<a href='/New_Beehive/index5/index_4447/'>usury</a>,#item-c64fdb463,,Entry: Usury|Topic: Usury|Xref: 862 [PAGE_MISSING]|Index: usury|#item-c64fdb463,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/324,1286,3034,383/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528915027965,1004,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/324,1286,3034,383/full/0/default.jpg",Usury
alpha_1005,Volume 2,63,,Utility,Utility,U/V,<a href='/New_Beehive/alpha4/alpha_0735/'>Profit</a>|Use,,,,,<a href='/New_Beehive/index5/index_4450/'>utility</a>,#item-c2d0a49aa,,Entry: Utility|Topic: Utility|Xref: Profit|Xref: Use|Index: utility|#item-c2d0a49aa,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/309,1624,3046,367/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528915096703,1005,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/309,1624,3046,367/full/0/default.jpg",Utility
alpha_1006,Volume 2,63,,the Vulgar,the Vulgar,U/V,<a href='/New_Beehive/toc_vol2/toc2_066/'>95 [Vulgar Spirited Man]</a>|<a href='/New_Beehive/toc_vol2/toc2_221/'>1136 [Vulgar]</a>,,,,,<a href='/New_Beehive/index5/index_4454/'>the vulgar</a>,#item-f749e0afc,,Entry: the Vulgar|Topic: the Vulgar|Xref: 95 [Vulgar Spirited Man]|Xref: 1136 [Vulgar]|Index: the vulgar|#item-f749e0afc,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/339,1947,3013,331/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529004999189,1006,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/339,1947,3013,331/full/0/default.jpg",the Vulgar
alpha_1007,Volume 2,63,,Wager,Wager,W,,,,,,<a href='/New_Beehive/index5/index_4458/'>wager</a>,#item-a2ac02fee,,Entry: Wager|Topic: Wager|Index: wager|#item-a2ac02fee,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/363,2253,2981,401/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529521281976,1007,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/363,2253,2981,401/full/0/default.jpg",Wager
alpha_1008,Volume 2,63,,Want,Want,W,<a href='/New_Beehive/alpha3/alpha_0630/'>Necessity</a>|<a href='/New_Beehive/alpha4/alpha_0715/'>Poverty</a>|Impotency|<a href='/New_Beehive/toc_vol2/toc2_263/'>1350 [Want]</a>,,,,,<a href='/New_Beehive/index5/index_4469/'>want</a>,#item-fb74e9d20,,Entry: Want|Topic: Want|Xref: Necessity|Xref: Poverty|Xref: Impotency|Xref: 1350 [Want]|Index: want|#item-fb74e9d20,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/355,2575,2980,422/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529521627053,1008,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/355,2575,2980,422/full/0/default.jpg",Want
alpha_1009,Volume 2,63,,War,War,W,<a href='/New_Beehive/alpha4/alpha_0889/'>Souldier</a>|<a href='/New_Beehive/alpha4/alpha_0771/'>Rebellion</a>|<a href='/New_Beehive/toc_vol2/toc2_118/'>488 [unlawfull for Xtians to wage war]</a>|<a href='/New_Beehive/toc_vol2/toc2_234/'>1204 [War]</a>,,,,,<a href='/New_Beehive/index5/index_4475/'>war</a>,#item-46da5ca45,,Entry: War|Topic: War|Xref: Souldier|Xref: Rebellion|Xref: 488 [unlawfull for Xtians to wage war]|Xref: 1204 [War]|Index: war|#item-46da5ca45,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/338,2945,2986,749/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529522235581,1009,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/338,2945,2986,749/full/0/default.jpg",War
alpha_1010,Volume 2,63,,Wars miseries,Wars miseries,W,<a href='/New_Beehive/toc_vol2/toc2_139/'>608 [Ruin]</a>|<a href='/New_Beehive/toc_vol2/toc2_277/'>1416 [Evils of war]</a>,,,,,<a href='/New_Beehive/index5/index_4476/'>wars miseries</a>,#item-05ccd66db,,Entry: Wars miseries|Topic: Wars miseries|Xref: 608 [Ruin]|Xref: 1416 [Evils of war]|Index: wars miseries|#item-05ccd66db,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/360,3661,2970,428/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529522561082,1010,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/360,3661,2970,428/full/0/default.jpg",Wars miseries
alpha_1011,Volume 2,63,,Martial disciplines,Martial disciplines,W,Justitia Militaris,,,,,<a href='/New_Beehive/index3/index_2435/'>martial discipline</a>,#item-9098cec91,,Entry: Martial disciplines|Topic: Martial disciplines|Xref: Justitia Militaris|Index: martial discipline|#item-9098cec91,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/355,4010,2965,346/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529522719096,1011,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/355,4010,2965,346/full/0/default.jpg",Martial disciplines
alpha_1012,Volume 2,63,,Washing,Washing,W,<a href='/New_Beehive/alpha1/alpha_0059/'>Baptism</a>|<a href='/New_Beehive/alpha4/alpha_0755/'>Purity</a>|<a href='/New_Beehive/alpha3/alpha_0612/'>mouth</a>,,,,,<a href='/New_Beehive/index5/index_4483/'>washing</a>,#item-1ad01851b,,Entry: Washing|Topic: Washing|Xref: Baptism|Xref: Purity|Xref: mouth|Index: washing|#item-1ad01851b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/330,4310,3003,417/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529522932838,1012,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/330,4310,3003,417/full/0/default.jpg",Washing
alpha_1013,Volume 2,63,,Washing of feet,Washing of feet,W,<a href='/New_Beehive/toc_vol2/toc2_206/'>1061 [Washing]</a>,,,,,<a href='/New_Beehive/index5/index_4485/'>washing of feet</a>,#item-4acdc4419,,Entry: Washing of feet|Topic: Washing of feet|Xref: 1061 [Washing]|Index: washing of feet|#item-4acdc4419,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/333,4651,2989,349/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529522993420,1013,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/333,4651,2989,349/full/0/default.jpg",Washing of feet
alpha_1014,Volume 2,64,,Watchfullness,Watchfullness,W,<a href='/New_Beehive/alpha1/alpha_0235/'>Diligence</a>|<a href='/New_Beehive/toc_vol2/toc2_266/'>1363 [Watchfulness]</a>,,,,,<a href='/New_Beehive/index5/index_4491/'>watchful</a>,#item-e237c446b,,Entry: Watchfullness|Topic: Watchfullness|Xref: Diligence|Xref: 1363 [Watchfulness]|Index: watchful|#item-e237c446b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/814,231,2979,574/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529523466826,1014,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/814,231,2979,574/full/0/default.jpg",Watchfullness
alpha_1015,Volume 2,64,,Water,Water,W,<a href='/New_Beehive/toc_vol2/toc2_304/'>1546 [Water]</a>,,,,,<a href='/New_Beehive/index5/index_4492/'>water</a>,#item-5bb81e6fc,,Entry: Water|Topic: Water|Xref: 1546 [Water]|Index: water|#item-5bb81e6fc,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/817,695,2971,521/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529523586023,1015,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/817,695,2971,521/full/0/default.jpg",Water
alpha_1016,Volume 2,64,,Way,Way,W,<a href='/New_Beehive/toc_vol2/toc2_195/'>1007 [Way]</a>,,,,,<a href='/New_Beehive/index5/index_4497/'>way</a>,#item-27774c1da,,Entry: Way|Topic: Way|Xref: 1007 [Way]|Index: way|#item-27774c1da,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/822,1136,2934,464/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529523717930,1016,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/822,1136,2934,464/full/0/default.jpg",Way
alpha_1017,Volume 2,64,,Broad & small way,Broad & small way,W,<a href='/New_Beehive/alpha3/alpha_0606/'>Mortifying</a>|<a href='/New_Beehive/toc_vol2/toc2_443/'>4887 [broad & small Way]</a>,,,,,<a href='/New_Beehive/index5/index_4498/'>way broad & small</a>,#item-2a93f5b88,,Entry: Broad & small way|Topic: Broad & small way|Xref: Mortifying|Xref: 4887 [broad & small Way]|Index: way broad & small|#item-2a93f5b88,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/817,1517,2948,427/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529523954241,1017,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/817,1517,2948,427/full/0/default.jpg",Broad & small way
alpha_1018,Volume 2,64,,Weapons of the apostolical warfare,Weapons of the apostolical warfare,W,<a href='/New_Beehive/alpha2/alpha_0388/'>Gun</a>|<a href='/New_Beehive/toc_vol2/toc2_228/'>1175 [Weapons]</a>,,,,,<a href='/New_Beehive/index5/index_4501/'>weapons</a>,#item-5f871b9e0,,Entry: Weapons of the apostolical warfare|Topic: Weapons of the apostolical warfare|Xref: Gun|Xref: 1175 [Weapons]|Index: weapons|#item-5f871b9e0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/821,1822,2952,559/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565120110291,1018,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/821,1822,2952,559/full/0/default.jpg",Weapons of the apostolical warfare
alpha_1019,Volume 2,64,,Weather,Weather,W,Prognostic|4734 [PAGE_MISSING],,,,,<a href='/New_Beehive/index5/index_4504/'>weather</a>,#item-56025d275,,Entry: Weather|Topic: Weather|Xref: Prognostic|Xref: 4734 [PAGE_MISSING]|Index: weather|#item-56025d275,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/818,2260,2949,509/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529524530362,1019,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/818,2260,2949,509/full/0/default.jpg",Weather
alpha_1020,Volume 2,64,,Weeping,Weeping,W,<a href='/New_Beehive/toc_vol2/toc2_143/'>630 [Weeping]</a>,,,,,<a href='/New_Beehive/index5/index_4512/'>weeping</a>,#item-a80c8d607,,Entry: Weeping|Topic: Weeping|Xref: 630 [Weeping]|Index: weeping|#item-a80c8d607,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/825,2700,2942,417/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529524876416,1020,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/825,2700,2942,417/full/0/default.jpg",Weeping
alpha_1021,Volume 2,64,,Whoredom,Whoredom,W,<a href='/New_Beehive/alpha1/alpha_0011/'>Adultery</a>|<a href='/New_Beehive/alpha1/alpha_0065/'>Baudry</a>|Stews|<a href='/New_Beehive/toc_vol2/toc2_132/'>571 [Fornication or Whoredom]</a>,,,,,<a href='/New_Beehive/index5/index_4542/'>whoredom</a>,#item-74d7d6014,,Entry: Whoredom|Topic: Whoredom|Xref: Adultery|Xref: Baudry|Xref: Stews|Xref: 571 [Fornication or Whoredom]|Index: whoredom|#item-74d7d6014,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/801,3046,2953,537/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529590322636,1021,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/801,3046,2953,537/full/0/default.jpg",Whoredom
alpha_1022,Volume 2,64,,Wickedness,Wickedness,W,<a href='/New_Beehive/alpha3/alpha_0566/'>malignity</a>|<a href='/New_Beehive/alpha3/alpha_0628/'>naughtiness</a>|<a href='/New_Beehive/toc_vol2/toc2_095/'>324 [Wickedness]</a>,,,,,<a href='/New_Beehive/index5/index_4545/'>wickedness</a>,#item-6129e9c82,,Entry: Wickedness|Topic: Wickedness|Xref: malignity|Xref: naughtiness|Xref: 324 [Wickedness]|Index: wickedness|#item-6129e9c82,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/812,3510,2933,517/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529590538758,1022,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/812,3510,2933,517/full/0/default.jpg",Wickedness
alpha_1023,Volume 2,64,,Widowhood,Widowhood,W,<a href='/New_Beehive/toc_vol2/toc2_317/'>1615 [Widow]</a>,,,,,<a href='/New_Beehive/index5/index_4546/'>widowhood</a>,#item-1d9195d67,,Entry: Widowhood|Topic: Widowhood|Xref: 1615 [Widow]|Index: widowhood|#item-1d9195d67,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/813,3956,2933,432/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529590854947,1023,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/813,3956,2933,432/full/0/default.jpg",Widowhood
